,county,irrig07,irrig12,irrHarv07,irrHarv12,cropland07,cropland12,pasture07,pasture12,irrig12_a,,irrigRatio12,Irrigated Crop Intensity
1709,Nebraska\Logan,24756,22968,24247,0,69963,61448,509,0,22968,22968,0.373779456,0
1798,New Mexico\Bernalillo,7757,5283,7245,4646,22769,12452,512,637,4646,4646,0.373112753,1
1666,Nebraska\Cedar,112123,139048,111778,138586,365996,371749,345,462,138586,138586,0.372794547,1
2572,Texas\Castro,213277,154877,200956,153144,434559,410979,12321,1733,153144,153144,0.372632178,1
2804,Utah\Juab,27118,20454,21172,17818,65702,47866,5946,2636,17818,17818,0.372247524,1
1547,Missouri\Mississippi,80181,86459,0,86459,249396,232336,0,0,86459,86459,0.372129158,1
2619,Texas\Frio,42895,60494,36084,56750,151274,152921,6811,3744,56750,56750,0.37110665,1
2960,Washington\Okanogan,51582,51723,44711,47740,127148,129232,6871,3983,47740,47740,0.369413148,1
1640,Montana\Sanders,16864,17485,11576,12684,38472,34375,5288,4801,12684,12684,0.368989091,1
1738,Nebraska\Thomas,3208,2944,0,0,10180,8007,0,0,2944,2944,0.367678282,0
1791,New Jersey\Passaic,107,91,107,91,419,248,0,0,91,91,0.366935484,1
3102,Wisconsin\Waushara,35560,39904,35517,39812,108934,108688,43,92,39812,39812,0.366296187,1
195,California\Nevada,7223,5314,2367,1226,7301,3349,4856,4088,1226,1226,0.366079427,1
2939,Washington\Benton,181585,197305,170308,189833,476548,519123,11277,7472,189833,189833,0.365680195,1
401,Georgia\Clay,9417,6825,0,6825,23756,18729,0,0,6825,6825,0.364408137,1
1728,Nebraska\Saline,81850,108115,81464,0,241911,296697,386,0,108115,108115,0.364395326,0
2950,Washington\Grays Harbor,4906,8635,4459,8268,24070,22786,447,367,8268,8268,0.362854384,1
2748,Texas\Sherman,157563,126648,154118,122775,392691,339142,3445,3873,122775,122775,0.3620165,1
2591,Texas\Crosby,109968,111723,108149,108260,289016,299594,1819,3463,108260,108260,0.361355701,1
1821,New Mexico\Sandoval,8993,9425,5538,6418,22804,17785,3455,3007,6418,6418,0.360865898,1
1664,Nebraska\Butler,117973,110839,117566,110584,295608,306621,407,255,110584,110584,0.360653706,1
367,Florida\Volusia,9068,8996,8224,8423,18328,23360,844,573,8423,8423,0.36057363,1
219,California\Trinity,1384,1614,704,751,2985,2084,680,863,751,751,0.360364683,1
1131,Louisiana\Jefferson Davis,79094,67716,76746,67055,227369,186479,2348,661,67055,67055,0.359584725,1
253,Colorado\Hinsdale,1887,2432,387,407,787,1132,1500,2025,407,407,0.359540636,1
2654,Texas\Hutchinson,33022,35107,30812,0,144105,97808,2210,0,35107,35107,0.358937919,0
127,Arkansas\Lafayette,16761,21688,16761,0,55243,60794,0,0,21688,21688,0.356745731,0
260,Colorado\La Plata,66025,61700,28704,30640,76772,85890,37321,31060,30640,30640,0.356735359,1
1661,Nebraska\Brown,51923,40156,50608,38930,114848,109405,1315,1226,38930,38930,0.355833828,1
2689,Texas\Lubbock,159459,155462,156273,150512,415814,423830,3186,4950,150512,150512,0.355123517,1
2677,Texas\Lamb,234848,179531,226165,165536,514985,469135,8683,13995,165536,165536,0.352853656,1
506,Georgia\Terrell,29111,25829,0,0,80125,73208,0,0,25829,25829,0.352816632,0
1711,Nebraska\McPherson,9675,7113,8761,0,34854,20167,914,0,7113,7113,0.352704914,0
457,Georgia\Lanier,8434,6925,0,0,21779,19733,0,0,6925,6925,0.350934982,0
1137,Louisiana\Madison,35309,63085,35309,0,195596,180692,0,0,63085,63085,0.349130011,0
420,Georgia\Early,33053,32700,32496,0,99495,93765,557,0,32700,32700,0.348744201,0
1829,New Mexico\Union,47027,26014,45044,22981,122555,66126,1983,3033,22981,22981,0.347533497,1
1264,Michigan\Kalamazoo,31314,39054,31067,0,115979,112853,247,0,39054,39054,0.346060805,0
2383,South Dakota\Butte,47701,45409,43986,40255,163375,116836,3715,5154,40255,40255,0.344542778,1
514,Georgia\Twiggs,2115,5116,1995,4916,13501,14276,120,200,4916,4916,0.344354161,1
937,Kansas\Meade,105194,129534,105014,127747,380498,372159,180,1787,127747,127747,0.343259198,1
390,Georgia\Calhoun,30346,21054,0,21054,67031,61407,0,0,21054,21054,0.342859935,1
2722,Texas\Parmer,174990,162971,160728,152332,437153,444730,14262,10639,152332,152332,0.342526926,1
1700,Nebraska\Jefferson,80979,92769,80284,92664,232700,270681,695,105,92664,92664,0.342336551,1
2699,Texas\Maverick,13044,12960,4218,4735,30800,13849,8826,8225,4735,4735,0.341901942,1
530,Georgia\Worth,30187,47180,29686,46978,111072,137404,501,202,46978,46978,0.341896888,1
3096,Wisconsin\Vilas,1044,950,1044,950,3573,2805,0,0,950,950,0.338680927,1
1184,Maine\Washington,4605,12079,0,0,35655,35706,0,0,12079,12079,0.338290483,0
326,Florida\Hamilton,5518,9548,5336,0,20047,28351,182,0,9548,9548,0.336778244,0
3114,Wyoming\Hot Springs,21379,12612,10870,9457,40456,28114,10509,3155,9457,9457,0.336380451,1
491,Georgia\Randolph,15753,21951,0,21741,55520,64683,0,210,21741,21741,0.336116136,1
1380,Minnesota\Sherburne,30668,29730,30209,29722,78453,88663,459,8,29722,29722,0.335224389,1
538,Idaho\Adams,24914,19038,6651,6653,27759,19849,18263,12385,6653,6653,0.335180614,1
2769,Texas\Uvalde,45344,49531,36855,46762,131420,139831,8489,2769,46762,46762,0.334417976,1
410,Georgia\Crawford,4458,4665,0,0,15076,13960,0,0,4665,4665,0.334169054,0
331,Florida\Hillsborough,29923,26096,28747,25297,86367,75764,1176,799,25297,25297,0.333892086,1
575,Idaho\Power,113983,120949,109614,120162,351087,361680,4369,787,120162,120162,0.332232913,1
1875,New York\Rockland,37,73,37,73,128,220,0,0,73,73,0.331818182,1
448,Georgia\Irwin,30577,31629,29657,31629,88253,95710,920,0,31629,31629,0.330467036,1
2635,Texas\Hansford,100702,98127,93681,96867,331504,294447,7021,1260,96867,96867,0.328979409,1
1397,Mississippi,1368661,1651978,1364157,1648601,5530825,5075579,4504,3377,1648601,1648601,0.32481043,1
2788,Texas\Yoakum,101067,90426,100392,86256,281872,265858,675,4170,86256,86256,0.324443876,1
317,Florida\Dixie,2957,3439,2912,0,7647,10604,45,0,3439,3439,0.324311581,0
901,Kansas\Edwards,106391,92332,105158,0,328015,284890,1233,0,92332,92332,0.32409702,0
2700,Texas\Medina,41210,51418,34380,45724,173541,141396,6830,5694,45724,45724,0.323375484,1
417,Georgia\Dooly,37215,28005,0,0,106558,86635,0,0,28005,28005,0.323252727,0
361,Florida\Sarasota,2348,2023,2190,1503,8664,4670,158,520,1503,1503,0.321841542,1
270,Colorado\Morgan,94611,100881,90748,97487,322969,303602,3863,3394,97487,97487,0.32110131,1
509,Georgia\Toombs,10749,9869,0,9774,30649,30553,0,95,9774,9774,0.319903119,1
2248,Oregon\Wallowa,44775,37971,31083,28289,96028,88520,13692,9682,28289,28289,0.319577497,1
453,Georgia\Jenkins,9978,14150,0,14090,41973,44094,0,60,14090,14090,0.319544609,1
1161,Louisiana\Vermilion,58930,59172,50942,54901,184289,171871,7988,4271,54901,54901,0.319431434,1
2304,Pennsylvania\Philadelphia,0,21,0,0,150,66,0,0,21,21,0.318181818,0
965,Kansas\Seward,114480,100953,113405,97893,293292,307674,1075,3060,97893,97893,0.318171181,1
459,Georgia\Lee,15757,16877,15284,16773,50228,52724,473,104,16773,16773,0.318128367,1
1688,Nebraska\Garfield,20620,22477,19003,0,78080,70672,1617,0,22477,22477,0.318046751,0
364,Florida\Suwannee,20096,27808,18763,26648,68157,84084,1333,1160,26648,26648,0.316921174,1
288,Colorado\Weld,327836,299892,303373,268844,987892,850179,24463,31048,268844,268844,0.316220467,1
2326,Rhode Island\Washington,2625,2621,2610,2598,9372,8232,15,23,2598,2598,0.315597668,1
2222,Oregon\Coos,10781,11231,6561,6586,26785,20938,4220,4645,6586,6586,0.314547712,1
463,Georgia\Lowndes,4169,8001,3800,7950,27761,25389,369,51,7950,7950,0.313127732,1
1743,Nebraska\Webster,62363,55006,61182,0,177974,177770,1181,0,55006,55006,0.309422287,0
