Date,ColonCol Size,y  AdultDrones,AdultWkr,Forgr,Drones Brood,WkrBrood,DronLarv,e  WkrLarv,DroneEggs,WkrEggs,ColonyPollen,ColonyNectar
12/28/07,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/29/07,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/30/07,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/31/07,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/31/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/31/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/31/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/31/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/31/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/31/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/1/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/2/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/3/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/4/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/5/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/6/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/7/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/8/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/9/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/10/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/11/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/12/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/13/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/14/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/15/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/16/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/17/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/18/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/19/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/20/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/21/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/22/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/23/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/24/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/25/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/26/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/27/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/28/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/29/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/30/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/31/08,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/1/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/2/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/3/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/4/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/5/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/6/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/7/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/8/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/9/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/10/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/11/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/12/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/13/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/14/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/15/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/16/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/17/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/18/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/19/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/20/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/21/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/22/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/23/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/24/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/25/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/26/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/27/09,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
