"location","vicid","state_fips","fips","state","county","vic_km2"
"43.21875_-77.15625",270814,36,36117,"NY","Wayne County",35.20128
"43.21875_-77.21875",270813,36,36117,"NY","Wayne County",35.20128
"43.21875_-77.28125",270812,36,36117,"NY","Wayne County",35.20128
"43.21875_-77.90625",270802,36,36055,"NY","Monroe County",35.20128
"43.21875_-77.96875",270801,36,36055,"NY","Monroe County",35.20128
"43.21875_-78.28125",270796,36,36073,"NY","Orleans County",35.20128
"43.21875_-78.34375",270795,36,36073,"NY","Orleans County",35.20128
"43.21875_-78.40625",270794,36,36073,"NY","Orleans County",35.20128
"43.21875_-78.53125",270792,36,36063,"NY","Niagara County",35.20128
"43.21875_-78.59375",270791,36,36063,"NY","Niagara County",35.20128
"43.21875_-78.65625",270790,36,36063,"NY","Niagara County",35.20128
"43.21875_-85.71875",270677,26,26081,"MI","Kent County",35.20128
"43.21875_-85.78125",270676,26,26081,"MI","Kent County",35.20128
"43.21875_-85.84375",270675,26,26121,"MI","Muskegon County",35.20128
"43.21875_-85.90625",270674,26,26121,"MI","Muskegon County",35.20128
"43.28125_-76.71875",271749,36,36117,"NY","Wayne County",35.16518
"43.28125_-76.78125",271748,36,36117,"NY","Wayne County",35.16518
"43.28125_-76.84375",271747,36,36117,"NY","Wayne County",35.16518
"43.28125_-76.90625",271746,36,36117,"NY","Wayne County",35.16518
"43.28125_-77.03125",271744,36,36000,"NY",,35.16518
"43.28125_-77.09375",271743,36,36117,"NY","Wayne County",35.16518
"43.28125_-77.15625",271742,36,36117,"NY","Wayne County",35.16518
"43.28125_-77.21875",271741,36,36117,"NY","Wayne County",35.16518
"43.28125_-77.28125",271740,36,36000,"NY",,35.16518
"43.28125_-77.34375",271739,36,36000,"NY",,35.16518
"43.28125_-77.40625",271738,36,36000,"NY",,35.16518
"43.28125_-78.09375",271727,36,36073,"NY","Orleans County",35.16518
"43.28125_-78.15625",271726,36,36073,"NY","Orleans County",35.16518
"43.28125_-78.21875",271725,36,36073,"NY","Orleans County",35.16518
"43.28125_-78.28125",271724,36,36073,"NY","Orleans County",35.16518
"43.28125_-78.34375",271723,36,36073,"NY","Orleans County",35.16518
"43.28125_-78.40625",271722,36,36073,"NY","Orleans County",35.16518
"43.28125_-78.65625",271718,36,36063,"NY","Niagara County",35.16518
"43.28125_-78.71875",271717,36,36063,"NY","Niagara County",35.16518
"43.28125_-78.78125",271716,36,36063,"NY","Niagara County",35.16518
"43.28125_-78.84375",271715,36,36063,"NY","Niagara County",35.16518
"43.28125_-78.96875",271713,36,36063,"NY","Niagara County",35.16518
"43.28125_-85.78125",271604,26,26081,"MI","Kent County",35.16518
"43.28125_-85.84375",271603,26,26121,"MI","Muskegon County",35.16518
"43.34375_-77.96875",272657,36,36055,"NY","Monroe County",35.12904
"43.34375_-78.03125",272656,36,36073,"NY","Orleans County",35.12904
"43.34375_-78.15625",272654,36,36073,"NY","Orleans County",35.12904
"43.34375_-78.21875",272653,36,36073,"NY","Orleans County",35.12904
"43.34375_-78.28125",272652,36,36073,"NY","Orleans County",35.12904
"43.34375_-78.34375",272651,36,36073,"NY","Orleans County",35.12904
"43.34375_-78.40625",272650,36,36073,"NY","Orleans County",35.12904
"43.34375_-78.53125",272648,36,36063,"NY","Niagara County",35.12904
"43.34375_-78.59375",272647,36,36063,"NY","Niagara County",35.12904
"43.34375_-78.65625",272646,36,36063,"NY","Niagara County",35.12904
"43.34375_-78.71875",272645,36,36000,"NY",,35.12904
"43.34375_-78.78125",272644,36,36000,"NY",,35.12904
"43.34375_-85.84375",272531,26,26123,"MI","Newaygo County",35.12904
"43.40625_-86.03125",273456,26,26123,"MI","Newaygo County",35.09285
"43.53125_-116.78125",274820,16,16027,"ID","Canyon County",35.02035
"43.53125_-85.96875",275313,26,26123,"MI","Newaygo County",35.02035
"43.53125_-86.34375",275307,26,26127,"MI","Oceana County",35.02035
"43.53125_-86.40625",275306,26,26127,"MI","Oceana County",35.02035
"43.53125_-86.46875",275305,26,26127,"MI","Oceana County",35.02035
"43.59375_-116.78125",275748,16,16027,"ID","Canyon County",34.98404
"43.59375_-116.84375",275747,16,16027,"ID","Canyon County",34.98404
"43.59375_-86.28125",276236,26,26127,"MI","Oceana County",34.98404
"43.59375_-86.34375",276235,26,26127,"MI","Oceana County",34.98404
"43.59375_-86.40625",276234,26,26127,"MI","Oceana County",34.98404
"43.59375_-86.46875",276233,26,26127,"MI","Oceana County",34.98404
"43.65625_-116.84375",276675,16,16027,"ID","Canyon County",34.94768
"43.65625_-86.34375",277163,26,26127,"MI","Oceana County",34.94768
"43.65625_-86.40625",277162,26,26127,"MI","Oceana County",34.94768
"43.65625_-86.46875",277161,26,26127,"MI","Oceana County",34.94768
"43.71875_-70.84375",278339,23,23031,"ME","York County",34.91129
"43.71875_-86.09375",278095,26,26127,"MI","Oceana County",34.91129
"43.71875_-86.15625",278094,26,26127,"MI","Oceana County",34.91129
"43.71875_-86.28125",278092,26,26127,"MI","Oceana County",34.91129
"43.71875_-86.34375",278091,26,26127,"MI","Oceana County",34.91129
"43.71875_-86.40625",278090,26,26127,"MI","Oceana County",34.91129
"43.84375_-86.03125",279952,26,26085,"MI","Lake County",34.83837
"43.84375_-86.28125",279948,26,26105,"MI","Mason County",34.83837
"43.84375_-86.34375",279947,26,26105,"MI","Mason County",34.83837
"43.84375_-86.40625",279946,26,26105,"MI","Mason County",34.83837
"43.90625_-86.28125",280876,26,26105,"MI","Mason County",34.80185
"43.90625_-86.34375",280875,26,26105,"MI","Mason County",34.80185
"43.90625_-86.40625",280874,26,26105,"MI","Mason County",34.80185
"43.96875_-116.90625",281314,16,16075,"ID","Payette County",34.76529
"44.09375_-91.53125",283576,55,55121,"WI","Trempealeau County",34.69205
"44.15625_-70.28125",284844,23,23001,"ME","Androscoggin County",34.65536
"44.28125_-69.96875",286705,23,23011,"ME","Kennebec County",34.58187
"44.28125_-70.03125",286704,23,23011,"ME","Kennebec County",34.58187
"44.34375_-69.84375",287635,23,23011,"ME","Kennebec County",34.54506
"44.40625_-69.84375",288563,23,23011,"ME","Kennebec County",34.50821
"44.40625_-86.15625",288302,26,26101,"MI","Manistee County",34.50821
"44.40625_-86.21875",288301,26,26101,"MI","Manistee County",34.50821
"44.46875_-86.15625",289230,26,26101,"MI","Manistee County",34.47132
"44.46875_-86.21875",289229,26,26101,"MI","Manistee County",34.47132
"44.53125_-86.09375",290159,26,26019,"MI","Benzie County",34.43438
"44.53125_-86.15625",290158,26,26019,"MI","Benzie County",34.43438
"44.59375_-86.15625",291086,26,26019,"MI","Benzie County",34.39741
"44.65625_-86.03125",292016,26,26019,"MI","Benzie County",34.3604
"44.78125_-72.96875",294081,50,50011,"VT","Franklin County",34.28625
"44.84375_-73.40625",295002,36,36019,"NY","Clinton County",34.24911
"44.90625_-73.40625",295930,36,36019,"NY","Clinton County",34.21193
"44.90625_-85.53125",295736,26,26055,"MI","Grand Traverse County",34.21193
"45.03125_-85.65625",297590,26,26089,"MI","Leelanau County",34.13746
"45.03125_-85.71875",297589,26,26089,"MI","Leelanau County",34.13746
"45.15625_-121.28125",298876,41,41065,"OR","Wasco County",34.06282
"45.15625_-85.65625",299446,26,26000,"MI",,34.06282
"45.46875_-121.59375",303511,41,41027,"OR","Hood River County",33.87551
"45.53125_-121.53125",304440,41,41027,"OR","Hood River County",33.83793
"45.53125_-121.59375",304439,41,41027,"OR","Hood River County",33.83793
"45.59375_-121.53125",305368,41,41027,"OR","Hood River County",33.80031
"45.59375_-121.65625",305366,41,41027,"OR","Hood River County",33.80031
"45.65625_-121.46875",306297,41,41027,"OR","Hood River County",33.76265
"45.65625_-121.53125",306296,41,41027,"OR","Hood River County",33.76265
"45.65625_-121.59375",306295,41,41027,"OR","Hood River County",33.76265
"45.71875_-120.21875",307245,41,41021,"OR","Gilliam County",33.72494
"45.71875_-120.28125",307244,41,41021,"OR","Gilliam County",33.72494
"45.71875_-121.53125",307224,41,41027,"OR","Hood River County",33.72494
"45.71875_-121.59375",307223,53,53059,"WA","Skamania County",33.72494
"45.78125_-121.53125",308152,53,53039,"WA","Klickitat County",33.6872
"45.84375_-119.84375",309107,41,41049,"OR","Morrow County",33.64942
"45.84375_-119.90625",309106,53,53039,"WA","Klickitat County",33.64942
"45.84375_-121.46875",309081,53,53039,"WA","Klickitat County",33.64942
"45.90625_-119.40625",310042,41,41059,"OR","Umatilla County",33.61159
"45.90625_-119.71875",310037,53,53005,"WA","Benton County",33.61159
"45.90625_-119.78125",310036,53,53005,"WA","Benton County",33.61159
"45.90625_-119.84375",310035,53,53005,"WA","Benton County",33.61159
"45.90625_-119.90625",310034,53,53039,"WA","Klickitat County",33.61159
"45.96875_-118.34375",310987,41,41059,"OR","Umatilla County",33.57373
"45.96875_-118.40625",310986,41,41059,"OR","Umatilla County",33.57373
"45.96875_-118.46875",310985,41,41059,"OR","Umatilla County",33.57373
"45.96875_-119.09375",310975,53,53005,"WA","Benton County",33.57373
"45.96875_-119.46875",310969,53,53005,"WA","Benton County",33.57373
"45.96875_-119.59375",310967,53,53005,"WA","Benton County",33.57373
"45.96875_-119.84375",310963,53,53005,"WA","Benton County",33.57373
"45.96875_-119.90625",310962,53,53039,"WA","Klickitat County",33.57373
"46.03125_-118.34375",311915,53,53071,"WA","Walla Walla County",33.53583
"46.03125_-118.40625",311914,53,53071,"WA","Walla Walla County",33.53583
"46.09375_-118.78125",312836,53,53071,"WA","Walla Walla County",33.49788
"46.09375_-118.84375",312835,53,53071,"WA","Walla Walla County",33.49788
"46.09375_-118.90625",312834,53,53071,"WA","Walla Walla County",33.49788
"46.09375_-118.96875",312833,53,53005,"WA","Benton County",33.49788
"46.09375_-119.03125",312832,53,53005,"WA","Benton County",33.49788
"46.15625_-118.78125",313764,53,53071,"WA","Walla Walla County",33.4599
"46.15625_-118.84375",313763,53,53071,"WA","Walla Walla County",33.4599
"46.15625_-118.90625",313762,53,53071,"WA","Walla Walla County",33.4599
"46.15625_-119.03125",313760,53,53005,"WA","Benton County",33.4599
"46.15625_-119.09375",313759,53,53005,"WA","Benton County",33.4599
"46.21875_-118.78125",314692,53,53071,"WA","Walla Walla County",33.42188
"46.21875_-118.84375",314691,53,53071,"WA","Walla Walla County",33.42188
"46.21875_-118.90625",314690,53,53071,"WA","Walla Walla County",33.42188
"46.21875_-118.96875",314689,53,53071,"WA","Walla Walla County",33.42188
"46.21875_-119.03125",314688,53,53021,"WA","Franklin County",33.42188
"46.21875_-119.21875",314685,53,53005,"WA","Benton County",33.42188
"46.21875_-119.28125",314684,53,53005,"WA","Benton County",33.42188
"46.21875_-119.34375",314683,53,53005,"WA","Benton County",33.42188
"46.21875_-119.40625",314682,53,53005,"WA","Benton County",33.42188
"46.21875_-119.46875",314681,53,53005,"WA","Benton County",33.42188
"46.21875_-119.65625",314678,53,53005,"WA","Benton County",33.42188
"46.21875_-119.71875",314677,53,53005,"WA","Benton County",33.42188
"46.21875_-119.78125",314676,53,53005,"WA","Benton County",33.42188
"46.21875_-119.84375",314675,53,53005,"WA","Benton County",33.42188
"46.21875_-119.90625",314674,53,53077,"WA","Yakima County",33.42188
"46.21875_-119.96875",314673,53,53077,"WA","Yakima County",33.42188
"46.21875_-120.03125",314672,53,53077,"WA","Yakima County",33.42188
"46.21875_-120.09375",314671,53,53077,"WA","Yakima County",33.42188
"46.21875_-120.15625",314670,53,53077,"WA","Yakima County",33.42188
"46.28125_-117.90625",315634,53,53013,"WA","Columbia County",33.38382
"46.28125_-118.78125",315620,53,53071,"WA","Walla Walla County",33.38382
"46.28125_-118.84375",315619,53,53021,"WA","Franklin County",33.38382
"46.28125_-118.90625",315618,53,53021,"WA","Franklin County",33.38382
"46.28125_-118.96875",315617,53,53021,"WA","Franklin County",33.38382
"46.28125_-119.21875",315613,53,53021,"WA","Franklin County",33.38382
"46.28125_-119.28125",315612,53,53005,"WA","Benton County",33.38382
"46.28125_-119.34375",315611,53,53005,"WA","Benton County",33.38382
"46.28125_-119.40625",315610,53,53005,"WA","Benton County",33.38382
"46.28125_-119.46875",315609,53,53005,"WA","Benton County",33.38382
"46.28125_-119.53125",315608,53,53005,"WA","Benton County",33.38382
"46.28125_-119.59375",315607,53,53005,"WA","Benton County",33.38382
"46.28125_-119.65625",315606,53,53005,"WA","Benton County",33.38382
"46.28125_-119.71875",315605,53,53005,"WA","Benton County",33.38382
"46.28125_-119.78125",315604,53,53005,"WA","Benton County",33.38382
"46.28125_-119.84375",315603,53,53005,"WA","Benton County",33.38382
"46.28125_-119.90625",315602,53,53077,"WA","Yakima County",33.38382
"46.28125_-119.96875",315601,53,53077,"WA","Yakima County",33.38382
"46.28125_-120.03125",315600,53,53077,"WA","Yakima County",33.38382
"46.28125_-120.09375",315599,53,53077,"WA","Yakima County",33.38382
"46.28125_-120.15625",315598,53,53077,"WA","Yakima County",33.38382
"46.28125_-120.21875",315597,53,53077,"WA","Yakima County",33.38382
"46.28125_-120.40625",315594,53,53077,"WA","Yakima County",33.38382
"46.28125_-120.59375",315591,53,53077,"WA","Yakima County",33.38382
"46.28125_-120.65625",315590,53,53077,"WA","Yakima County",33.38382
"46.34375_-118.65625",316550,53,53071,"WA","Walla Walla County",33.34571
"46.34375_-118.71875",316549,53,53071,"WA","Walla Walla County",33.34571
"46.34375_-118.78125",316548,53,53021,"WA","Franklin County",33.34571
"46.34375_-119.09375",316543,53,53021,"WA","Franklin County",33.34571
"46.34375_-119.15625",316542,53,53021,"WA","Franklin County",33.34571
"46.34375_-119.21875",316541,53,53021,"WA","Franklin County",33.34571
"46.34375_-119.28125",316540,53,53005,"WA","Benton County",33.34571
"46.34375_-119.34375",316539,53,53005,"WA","Benton County",33.34571
"46.34375_-119.40625",316538,53,53005,"WA","Benton County",33.34571
"46.34375_-119.53125",316536,53,53005,"WA","Benton County",33.34571
"46.34375_-119.59375",316535,53,53005,"WA","Benton County",33.34571
"46.34375_-119.90625",316530,53,53077,"WA","Yakima County",33.34571
"46.34375_-119.96875",316529,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.03125",316528,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.09375",316527,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.15625",316526,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.21875",316525,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.28125",316524,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.34375",316523,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.40625",316522,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.46875",316521,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.53125",316520,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.59375",316519,53,53077,"WA","Yakima County",33.34571
"46.34375_-120.65625",316518,53,53077,"WA","Yakima County",33.34571
"46.40625_-118.59375",317479,53,53071,"WA","Walla Walla County",33.30757
"46.40625_-118.65625",317478,53,53021,"WA","Franklin County",33.30757
"46.40625_-118.71875",317477,53,53021,"WA","Franklin County",33.30757
"46.40625_-118.78125",317476,53,53021,"WA","Franklin County",33.30757
"46.40625_-119.09375",317471,53,53021,"WA","Franklin County",33.30757
"46.40625_-119.15625",317470,53,53021,"WA","Franklin County",33.30757
"46.40625_-119.21875",317469,53,53021,"WA","Franklin County",33.30757
"46.40625_-119.28125",317468,53,53005,"WA","Benton County",33.30757
"46.40625_-119.96875",317457,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.03125",317456,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.09375",317455,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.15625",317454,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.21875",317453,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.28125",317452,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.34375",317451,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.40625",317450,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.46875",317449,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.53125",317448,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.59375",317447,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.65625",317446,53,53077,"WA","Yakima County",33.30757
"46.40625_-120.71875",317445,53,53077,"WA","Yakima County",33.30757
"46.46875_-119.09375",318399,53,53021,"WA","Franklin County",33.26939
"46.46875_-119.15625",318398,53,53021,"WA","Franklin County",33.26939
"46.46875_-119.21875",318397,53,53021,"WA","Franklin County",33.26939
"46.46875_-120.09375",318383,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.21875",318381,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.28125",318380,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.34375",318379,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.40625",318378,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.46875",318377,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.53125",318376,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.59375",318375,53,53077,"WA","Yakima County",33.26939
"46.46875_-120.65625",318374,53,53077,"WA","Yakima County",33.26939
"46.53125_-119.03125",319328,53,53021,"WA","Franklin County",33.23117
"46.53125_-119.09375",319327,53,53021,"WA","Franklin County",33.23117
"46.53125_-119.15625",319326,53,53021,"WA","Franklin County",33.23117
"46.53125_-119.21875",319325,53,53021,"WA","Franklin County",33.23117
"46.53125_-119.28125",319324,53,53021,"WA","Franklin County",33.23117
"46.53125_-119.78125",319316,53,53005,"WA","Benton County",33.23117
"46.53125_-119.84375",319315,53,53005,"WA","Benton County",33.23117
"46.53125_-120.09375",319311,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.15625",319310,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.21875",319309,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.28125",319308,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.34375",319307,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.40625",319306,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.46875",319305,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.53125",319304,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.59375",319303,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.65625",319302,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.71875",319301,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.78125",319300,53,53077,"WA","Yakima County",33.23117
"46.53125_-120.84375",319299,53,53077,"WA","Yakima County",33.23117
"46.59375_-119.03125",320256,53,53021,"WA","Franklin County",33.19291
"46.59375_-119.09375",320255,53,53021,"WA","Franklin County",33.19291
"46.59375_-119.15625",320254,53,53021,"WA","Franklin County",33.19291
"46.59375_-119.21875",320253,53,53021,"WA","Franklin County",33.19291
"46.59375_-119.28125",320252,53,53021,"WA","Franklin County",33.19291
"46.59375_-120.34375",320235,53,53077,"WA","Yakima County",33.19291
"46.59375_-120.40625",320234,53,53077,"WA","Yakima County",33.19291
"46.59375_-120.46875",320233,53,53077,"WA","Yakima County",33.19291
"46.59375_-120.53125",320232,53,53077,"WA","Yakima County",33.19291
"46.59375_-120.59375",320231,53,53077,"WA","Yakima County",33.19291
"46.59375_-120.65625",320230,53,53077,"WA","Yakima County",33.19291
"46.59375_-120.71875",320229,53,53077,"WA","Yakima County",33.19291
"46.59375_-120.78125",320228,53,53077,"WA","Yakima County",33.19291
"46.65625_-119.09375",321183,53,53021,"WA","Franklin County",33.15461
"46.65625_-119.15625",321182,53,53021,"WA","Franklin County",33.15461
"46.65625_-119.21875",321181,53,53021,"WA","Franklin County",33.15461
"46.65625_-119.28125",321180,53,53021,"WA","Franklin County",33.15461
"46.65625_-119.34375",321179,53,53021,"WA","Franklin County",33.15461
"46.65625_-119.78125",321172,53,53025,"WA","Grant County",33.15461
"46.65625_-119.84375",321171,53,53025,"WA","Grant County",33.15461
"46.65625_-119.90625",321170,53,53025,"WA","Grant County",33.15461
"46.65625_-120.46875",321161,53,53077,"WA","Yakima County",33.15461
"46.65625_-120.53125",321160,53,53077,"WA","Yakima County",33.15461
"46.65625_-120.59375",321159,53,53077,"WA","Yakima County",33.15461
"46.65625_-120.65625",321158,53,53077,"WA","Yakima County",33.15461
"46.65625_-120.71875",321157,53,53077,"WA","Yakima County",33.15461
"46.65625_-120.78125",321156,53,53077,"WA","Yakima County",33.15461
"46.71875_-119.03125",322112,53,53021,"WA","Franklin County",33.11627
"46.71875_-119.09375",322111,53,53021,"WA","Franklin County",33.11627
"46.71875_-119.15625",322110,53,53021,"WA","Franklin County",33.11627
"46.71875_-119.21875",322109,53,53021,"WA","Franklin County",33.11627
"46.71875_-119.28125",322108,53,53021,"WA","Franklin County",33.11627
"46.71875_-119.65625",322102,53,53025,"WA","Grant County",33.11627
"46.71875_-119.71875",322101,53,53025,"WA","Grant County",33.11627
"46.71875_-119.78125",322100,53,53025,"WA","Grant County",33.11627
"46.71875_-119.84375",322099,53,53025,"WA","Grant County",33.11627
"46.71875_-119.90625",322098,53,53025,"WA","Grant County",33.11627
"46.71875_-120.46875",322089,53,53077,"WA","Yakima County",33.11627
"46.71875_-120.53125",322088,53,53077,"WA","Yakima County",33.11627
"46.71875_-120.59375",322087,53,53077,"WA","Yakima County",33.11627
"46.71875_-120.65625",322086,53,53077,"WA","Yakima County",33.11627
"46.71875_-120.71875",322085,53,53077,"WA","Yakima County",33.11627
"46.71875_-120.78125",322084,53,53077,"WA","Yakima County",33.11627
"46.78125_-119.09375",323039,53,53001,"WA","Adams County",33.07789
"46.78125_-119.15625",323038,53,53001,"WA","Adams County",33.07789
"46.78125_-119.21875",323037,53,53001,"WA","Adams County",33.07789
"46.78125_-119.28125",323036,53,53001,"WA","Adams County",33.07789
"46.78125_-119.34375",323035,53,53001,"WA","Adams County",33.07789
"46.78125_-119.59375",323031,53,53025,"WA","Grant County",33.07789
"46.78125_-119.65625",323030,53,53025,"WA","Grant County",33.07789
"46.78125_-119.71875",323029,53,53025,"WA","Grant County",33.07789
"46.78125_-119.84375",323027,53,53025,"WA","Grant County",33.07789
"46.78125_-119.90625",323026,53,53025,"WA","Grant County",33.07789
"46.78125_-119.96875",323025,53,53037,"WA","Kittitas County",33.07789
"46.78125_-120.40625",323018,53,53037,"WA","Kittitas County",33.07789
"46.84375_-119.28125",323964,53,53001,"WA","Adams County",33.03947
"46.84375_-119.40625",323962,53,53025,"WA","Grant County",33.03947
"46.84375_-119.46875",323961,53,53025,"WA","Grant County",33.03947
"46.84375_-119.53125",323960,53,53025,"WA","Grant County",33.03947
"46.84375_-119.59375",323959,53,53025,"WA","Grant County",33.03947
"46.84375_-119.78125",323956,53,53025,"WA","Grant County",33.03947
"46.84375_-119.90625",323954,53,53025,"WA","Grant County",33.03947
"46.84375_-119.96875",323953,53,53037,"WA","Kittitas County",33.03947
"46.90625_-119.34375",324891,53,53001,"WA","Adams County",33.00101
"46.90625_-119.40625",324890,53,53025,"WA","Grant County",33.00101
"46.90625_-119.46875",324889,53,53025,"WA","Grant County",33.00101
"46.90625_-119.53125",324888,53,53025,"WA","Grant County",33.00101
"46.90625_-119.59375",324887,53,53025,"WA","Grant County",33.00101
"46.90625_-119.65625",324886,53,53025,"WA","Grant County",33.00101
"46.90625_-119.71875",324885,53,53025,"WA","Grant County",33.00101
"46.90625_-119.78125",324884,53,53025,"WA","Grant County",33.00101
"46.90625_-119.84375",324883,53,53025,"WA","Grant County",33.00101
"46.90625_-119.90625",324882,53,53025,"WA","Grant County",33.00101
"46.90625_-120.40625",324874,53,53037,"WA","Kittitas County",33.00101
"46.90625_-120.46875",324873,53,53037,"WA","Kittitas County",33.00101
"46.96875_-119.09375",325823,53,53025,"WA","Grant County",32.96252
"46.96875_-119.28125",325820,53,53025,"WA","Grant County",32.96252
"46.96875_-119.34375",325819,53,53025,"WA","Grant County",32.96252
"46.96875_-119.40625",325818,53,53025,"WA","Grant County",32.96252
"46.96875_-119.46875",325817,53,53025,"WA","Grant County",32.96252
"46.96875_-119.53125",325816,53,53025,"WA","Grant County",32.96252
"46.96875_-119.59375",325815,53,53025,"WA","Grant County",32.96252
"46.96875_-119.65625",325814,53,53025,"WA","Grant County",32.96252
"46.96875_-119.71875",325813,53,53025,"WA","Grant County",32.96252
"46.96875_-119.78125",325812,53,53025,"WA","Grant County",32.96252
"46.96875_-119.84375",325811,53,53025,"WA","Grant County",32.96252
"46.96875_-119.90625",325810,53,53025,"WA","Grant County",32.96252
"46.96875_-120.40625",325802,53,53037,"WA","Kittitas County",32.96252
"46.96875_-120.53125",325800,53,53037,"WA","Kittitas County",32.96252
"47.03125_-119.03125",326752,53,53025,"WA","Grant County",32.92398
"47.03125_-119.09375",326751,53,53025,"WA","Grant County",32.92398
"47.03125_-119.78125",326740,53,53025,"WA","Grant County",32.92398
"47.03125_-119.84375",326739,53,53025,"WA","Grant County",32.92398
"47.03125_-119.90625",326738,53,53025,"WA","Grant County",32.92398
"47.03125_-120.34375",326731,53,53037,"WA","Kittitas County",32.92398
"47.03125_-120.65625",326726,53,53037,"WA","Kittitas County",32.92398
"47.09375_-119.09375",327679,53,53025,"WA","Grant County",32.88541
"47.09375_-119.15625",327678,53,53025,"WA","Grant County",32.88541
"47.09375_-119.21875",327677,53,53025,"WA","Grant County",32.88541
"47.09375_-119.28125",327676,53,53025,"WA","Grant County",32.88541
"47.09375_-119.40625",327674,53,53025,"WA","Grant County",32.88541
"47.09375_-119.59375",327671,53,53025,"WA","Grant County",32.88541
"47.09375_-119.71875",327669,53,53025,"WA","Grant County",32.88541
"47.09375_-119.78125",327668,53,53025,"WA","Grant County",32.88541
"47.09375_-119.84375",327667,53,53025,"WA","Grant County",32.88541
"47.09375_-119.90625",327666,53,53025,"WA","Grant County",32.88541
"47.09375_-119.96875",327665,53,53025,"WA","Grant County",32.88541
"47.15625_-119.21875",328605,53,53025,"WA","Grant County",32.84679
"47.15625_-119.28125",328604,53,53025,"WA","Grant County",32.84679
"47.15625_-119.40625",328602,53,53025,"WA","Grant County",32.84679
"47.15625_-119.46875",328601,53,53025,"WA","Grant County",32.84679
"47.15625_-119.53125",328600,53,53025,"WA","Grant County",32.84679
"47.15625_-119.59375",328599,53,53025,"WA","Grant County",32.84679
"47.15625_-119.65625",328598,53,53025,"WA","Grant County",32.84679
"47.15625_-119.78125",328596,53,53025,"WA","Grant County",32.84679
"47.15625_-119.84375",328595,53,53025,"WA","Grant County",32.84679
"47.15625_-119.90625",328594,53,53025,"WA","Grant County",32.84679
"47.15625_-119.96875",328593,53,53025,"WA","Grant County",32.84679
"47.21875_-119.28125",329532,53,53025,"WA","Grant County",32.80814
"47.21875_-119.53125",329528,53,53025,"WA","Grant County",32.80814
"47.21875_-119.59375",329527,53,53025,"WA","Grant County",32.80814
"47.21875_-119.65625",329526,53,53025,"WA","Grant County",32.80814
"47.21875_-119.71875",329525,53,53025,"WA","Grant County",32.80814
"47.21875_-119.78125",329524,53,53025,"WA","Grant County",32.80814
"47.21875_-119.84375",329523,53,53025,"WA","Grant County",32.80814
"47.21875_-119.90625",329522,53,53025,"WA","Grant County",32.80814
"47.21875_-119.96875",329521,53,53025,"WA","Grant County",32.80814
"47.21875_-120.09375",329519,53,53037,"WA","Kittitas County",32.80814
"47.28125_-119.28125",330460,53,53025,"WA","Grant County",32.76945
"47.28125_-119.59375",330455,53,53025,"WA","Grant County",32.76945
"47.28125_-119.65625",330454,53,53025,"WA","Grant County",32.76945
"47.28125_-119.71875",330453,53,53025,"WA","Grant County",32.76945
"47.28125_-119.78125",330452,53,53025,"WA","Grant County",32.76945
"47.28125_-119.84375",330451,53,53025,"WA","Grant County",32.76945
"47.28125_-119.90625",330450,53,53025,"WA","Grant County",32.76945
"47.28125_-119.96875",330449,53,53025,"WA","Grant County",32.76945
